Raw_Dist,RX_Power,FP_Power,Quality,True_Distance
1.08,-71.48,-79.68,269.35,1.016
1.07,-71.89,-80.3,257.5,1.016
1.14,-71.41,-80.83,270.54,1.016
1.13,-72.23,-80.14,233.0,1.016
1.06,-71.5,-79.86,310.85,1.016
1.13,-71.63,-81.55,250.5,1.016
1.16,-72.26,-81.77,253.33,1.016
1.08,-71.18,-80.1,248.5,1.016
1.12,-71.59,-81.29,299.95,1.016
1.11,-72.57,-82.45,237.75,1.016
1.06,-71.55,-80.22,239.75,1.016
1.12,-72.91,-82.04,285.45,1.016
1.13,-72.75,-82.61,254.62,1.016
1.12,-72.61,-81.51,207.6,1.016
1.11,-71.58,-81.94,236.29,1.016
1.11,-73.29,-83.77,240.0,1.016
1.07,-73.15,-81.86,190.5,1.016
1.11,-73.47,-84.57,260.35,1.016
1.11,-73.64,-85.3,194.71,1.016
1.09,-73.12,-83.32,199.25,1.016
1.07,-73.64,-84.14,210.04,1.016
1.05,-73.48,-81.88,163.08,1.016
1.05,-73.93,-83.68,232.95,1.016
1.11,-74.34,-85.23,197.42,1.016
1.08,-74.71,-84.76,178.6,1.016
1.06,-74.39,-85.33,218.2,1.016
1.11,-74.56,-82.73,141.29,1.016
1.09,-74.63,-84.02,167.12,1.016
1.11,-75.11,-86.1,182.42,1.016
1.07,-75.24,-88.37,188.05,1.016
1.05,-74.95,-86.57,166.71,1.016
1.09,-75.28,-84.23,149.3,1.016
1.05,-76.02,-86.59,146.33,1.016
1.09,-75.86,-83.97,131.42,1.016
1.07,-75.56,-85.73,177.8,1.016
1.11,-75.8,-88.58,147.75,1.016
1.07,-75.99,-86.01,168.1,1.016
1.05,-76.17,-88.17,151.46,1.016
1.06,-76.17,-85.3,124.25,1.016
1.08,-76.5,-86.75,165.7,1.016
1.04,-76.29,-89.13,162.95,1.016
1.09,-76.62,-85.7,137.29,1.016
1.07,-76.42,-88.76,103.75,1.016
1.07,-76.9,-86.51,138.21,1.016
1.14,-77.18,-88.69,121.33,1.016
1.09,-77.56,-85.99,121.29,1.016
1.08,-77.44,-88.69,126.25,1.016
1.13,-77.44,-85.66,169.25,1.016
1.1,-77.08,-87.92,121.67,1.016
1.22,-77.86,-85.85,146.79,1.016
1.44,-77.66,-84.36,173.67,1.016
1.46,-77.39,-83.72,210.42,1.016
1.45,-77.55,-84.09,200.96,1.016
1.36,-77.15,-83.37,250.05,1.016
1.36,-77.87,-84.07,242.95,1.016
1.34,-76.95,-83.09,210.08,1.016
1.41,-76.66,-83.35,175.42,1.016
1.35,-77.54,-83.51,233.0,1.016
1.31,-77.13,-82.39,197.54,1.016
1.34,-76.94,-82.69,252.9,1.016
1.34,-76.62,-81.85,247.83,1.016
1.32,-77.11,-82.92,220.67,1.016
1.31,-76.9,-83.12,168.04,1.016
1.31,-76.25,-81.5,295.85,1.016
1.34,-75.77,-81.68,197.29,1.016
1.31,-76.09,-81.29,254.33,1.016
1.29,-75.86,-82.11,190.25,1.016
1.32,-75.84,-81.1,261.83,1.016
1.3,-77.14,-83.48,189.04,1.016
1.29,-76.09,-81.16,386.31,1.016
1.3,-75.88,-81.73,217.17,1.016
1.29,-75.69,-80.53,409.81,1.016
1.31,-75.82,-81.46,286.1,1.016
1.29,-75.59,-81.87,225.35,1.016
1.27,-75.45,-80.81,264.17,1.016
1.29,-75.36,-81.29,263.8,1.016
1.27,-75.35,-80.01,286.96,1.016
1.28,-75.17,-80.67,300.15,1.016
1.27,-76.82,-82.1,287.6,1.016
1.26,-76.17,-81.56,258.37,1.016
1.28,-75.18,-81.13,209.42,1.016
1.25,-75.47,-80.62,263.42,1.016
1.28,-75.89,-81.9,231.62,1.016
1.27,-75.28,-79.86,271.92,1.016
1.24,-76.09,-82.0,271.25,1.016
1.28,-75.32,-81.77,253.1,1.016
1.22,-75.57,-80.72,264.04,1.016
1.21,-75.07,-80.58,310.75,1.016
1.21,-74.86,-81.3,248.45,1.016
1.23,-75.66,-81.0,264.46,1.016
1.22,-75.1,-80.89,289.25,1.016
1.18,-75.51,-80.61,243.12,1.016
1.19,-74.97,-80.31,259.25,1.016
1.18,-74.85,-79.35,338.35,1.016
1.16,-74.66,-79.26,283.12,1.016
1.18,-74.5,-79.93,308.9,1.016
1.17,-74.56,-79.25,338.15,1.016
1.16,-74.34,-78.97,340.25,1.016
1.14,-74.81,-80.81,229.87,1.016
1.13,-74.36,-79.0,292.75,1.016
1.13,-74.47,-79.68,282.21,1.016
1.14,-73.87,-79.44,260.75,1.016
1.15,-73.78,-78.87,294.79,1.016
1.09,-74.19,-79.6,287.25,1.016
1.14,-74.62,-80.4,374.75,1.016
1.11,-73.94,-79.34,353.4,1.016
1.1,-74.17,-79.73,272.17,1.016
1.09,-73.63,-79.68,259.25,1.016
1.11,-73.65,-79.05,336.3,1.016
1.11,-73.63,-79.67,243.89,1.016
1.11,-73.3,-79.2,320.75,1.016
1.09,-72.84,-79.53,235.54,1.016
1.09,-73.43,-79.13,300.54,1.016
1.11,-73.65,-80.04,270.71,1.016
1.09,-73.04,-79.29,255.87,1.016
1.07,-73.05,-78.61,295.46,1.016
1.09,-73.22,-79.22,293.25,1.016
1.07,-73.34,-79.85,327.8,1.016
1.09,-72.75,-79.24,378.94,1.016
1.09,-72.95,-78.84,297.33,1.016
1.08,-73.24,-79.37,292.54,1.016
1.08,-73.97,-81.12,242.71,1.016
1.08,-72.49,-79.07,254.17,1.016
1.08,-72.95,-78.56,304.17,1.016
1.07,-72.99,-78.73,304.5,1.016
1.07,-73.59,-80.96,254.42,1.016
1.07,-73.2,-80.7,280.7,1.016
1.08,-72.35,-78.92,249.25,1.016
1.06,-73.03,-79.04,361.4,1.016
1.06,-72.88,-79.04,290.71,1.016
1.07,-72.88,-79.1,272.04,1.016
1.07,-72.92,-79.01,247.08,1.016
1.07,-72.64,-79.0,223.92,1.016
1.08,-73.06,-79.2,300.25,1.016
1.09,-72.63,-78.92,282.04,1.016
1.07,-72.97,-79.52,304.85,1.016
1.06,-72.51,-78.35,204.32,1.016
1.07,-72.62,-78.03,217.46,1.016
1.09,-72.43,-78.43,361.1,1.016
1.07,-72.8,-78.69,340.7,1.016
1.09,-72.89,-79.24,254.0,1.016
1.07,-72.9,-78.39,253.33,1.016
1.09,-72.64,-78.03,295.9,1.016
1.09,-72.84,-77.71,286.4,1.016
1.09,-72.48,-77.59,272.05,1.016
1.09,-72.79,-79.17,331.35,1.016
1.1,-72.89,-79.01,276.21,1.016
1.1,-72.87,-78.9,271.46,1.016
1.09,-72.67,-78.07,239.75,1.016
1.09,-73.43,-78.63,230.46,1.016
1.08,-72.35,-76.95,241.46,1.016
1.08,-73.15,-80.32,207.07,1.016
1.1,-73.06,-79.05,257.04,1.016
1.09,-73.2,-79.53,247.17,1.016
1.08,-72.69,-78.35,266.75,1.016
1.09,-72.69,-78.37,306.4,1.016
1.1,-72.94,-78.94,289.35,1.016
1.08,-72.71,-78.1,246.08,1.016
1.12,-73.39,-78.69,269.65,1.016
1.09,-73.6,-79.19,283.85,1.016
1.11,-73.36,-78.46,252.8,1.016
1.11,-73.39,-78.12,235.5,1.016
1.1,-73.22,-77.95,254.1,1.016
1.1,-73.32,-81.21,267.9,1.016
1.07,-73.77,-81.62,210.25,1.016
1.07,-73.57,-81.63,189.07,1.016
1.06,-73.17,-81.06,254.95,1.016
1.07,-73.82,-82.25,254.0,1.016
1.1,-73.68,-81.57,248.75,1.016
1.09,-74.31,-82.99,237.8,1.016
1.06,-73.61,-81.36,173.68,1.016
1.07,-74.59,-82.76,174.58,1.016
1.08,-74.59,-82.71,187.17,1.016
1.06,-74.62,-82.8,183.04,1.016
1.09,-75.06,-83.85,184.15,1.016
1.06,-74.76,-83.21,193.85,1.016
1.02,-75.3,-84.35,159.12,1.016
1.03,-75.13,-83.91,156.42,1.016
1.07,-75.27,-84.6,168.8,1.016
1.06,-75.24,-85.83,152.85,1.016
1.02,-75.75,-86.65,121.75,1.016
1.04,-75.2,-87.27,183.75,1.016
1.0,-76.21,-88.26,105.75,1.016
1.02,-75.25,-88.67,103.37,1.016
1.02,-76.42,-89.51,84.83,1.016
0.97,-75.78,-89.88,110.1,1.016
0.98,-76.47,-90.89,88.83,1.016
0.97,-76.3,-91.88,80.83,1.016
0.96,-76.56,-92.28,98.05,1.016
0.96,-75.59,-92.93,78.87,1.016
0.95,-76.35,-93.67,86.37,1.016
0.93,-75.35,-94.23,85.87,1.016
0.93,-75.81,-95.53,75.92,1.016
0.93,-76.24,-95.02,92.08,1.016
0.96,-76.54,-90.15,16.62,1.016
0.96,-76.09,-91.34,37.38,1.016
0.98,-75.73,-92.51,70.2,1.016
0.97,-75.83,-93.0,89.15,1.016
0.97,-75.42,-93.46,87.0,1.016
0.95,-75.61,-93.74,88.83,1.016
0.96,-75.75,-93.97,91.75,1.016
0.96,-75.67,-89.53,49.85,1.016
0.96,-75.55,-90.47,55.21,1.016
0.97,-75.47,-90.74,77.9,1.016
1.02,-75.77,-91.01,91.6,1.016
1.0,-75.63,-91.81,98.08,1.016
1.03,-75.97,-92.19,102.33,1.016
0.99,-75.79,-92.41,120.0,1.016
1.01,-75.2,-88.73,83.08,1.016
0.99,-75.0,-89.41,87.79,1.016
1.03,-75.37,-89.76,109.79,1.016
1.02,-75.44,-90.5,110.79,1.016
1.07,-74.79,-90.32,131.62,1.016
1.07,-74.57,-87.03,123.95,1.016
1.05,-75.13,-87.78,109.62,1.016
1.04,-74.93,-88.24,135.08,1.016
1.07,-74.42,-88.11,181.35,1.016
1.09,-74.43,-88.42,198.05,1.016
1.05,-74.2,-88.09,206.8,1.016
1.1,-74.8,-88.21,201.0,1.016
1.1,-73.52,-85.26,150.96,1.016
1.1,-74.12,-85.88,217.1,1.016
1.1,-73.82,-83.53,113.5,1.016
1.09,-73.06,-83.37,170.87,1.016
1.12,-73.39,-84.0,240.3,1.016
1.14,-73.57,-84.28,245.35,1.016
1.09,-73.98,-85.8,240.55,1.016
1.07,-74.07,-84.95,254.0,1.016
1.1,-73.61,-83.07,205.8,1.016
1.11,-73.65,-83.78,196.33,1.016
1.12,-72.96,-82.61,290.45,1.016
1.1,-73.08,-83.01,240.92,1.016
1.11,-73.38,-82.31,158.92,1.016
1.15,-72.14,-81.57,256.5,1.016
1.12,-73.45,-83.2,237.29,1.016
1.09,-72.78,-81.61,175.62,1.016
1.1,-72.99,-82.79,208.12,1.016
1.11,-73.38,-83.3,230.62,1.016
1.07,-72.93,-81.79,272.5,1.016
1.11,-73.25,-82.32,237.25,1.016
1.11,-72.1,-81.59,257.79,1.016
1.09,-72.89,-82.88,256.96,1.016
1.09,-71.9,-80.86,188.21,1.016
1.09,-72.37,-81.92,232.5,1.016
1.15,-72.26,-81.19,257.67,1.016
1.1,-72.05,-81.11,341.0,1.016
1.09,-71.19,-80.17,215.64,1.016
1.12,-71.59,-80.54,229.57,1.016
1.09,-72.35,-80.92,275.54,1.016
1.1,-71.19,-80.57,231.87,1.016
1.13,-71.13,-80.61,265.83,1.016
1.12,-71.65,-80.6,277.5,1.016
1.08,-71.2,-80.12,234.25,1.016
1.12,-71.02,-80.37,223.25,1.016
1.12,-71.44,-80.87,330.05,1.016
1.1,-71.27,-80.28,206.5,1.016
1.09,-70.57,-79.75,274.58,1.016
1.14,-71.1,-80.36,281.87,1.016
1.09,-71.96,-80.91,236.96,1.016
1.1,-70.51,-79.94,246.87,1.016
1.11,-71.32,-81.0,262.79,1.016
1.11,-71.06,-79.93,167.37,1.016
1.09,-71.34,-81.44,205.36,1.016
1.11,-71.76,-81.71,272.62,1.016
1.09,-70.47,-79.57,238.29,1.016
1.13,-71.39,-81.83,253.42,1.016
1.1,-71.31,-80.32,277.21,1.016
1.07,-70.87,-80.3,200.25,1.016
1.13,-70.9,-80.25,325.0,1.016
1.11,-71.03,-80.34,292.04,1.016
1.08,-70.47,-80.14,212.21,1.016
1.14,-70.94,-80.6,243.86,1.016
1.08,-70.67,-79.86,222.87,1.016
1.09,-70.61,-80.66,321.35,1.016
1.11,-71.1,-80.24,286.5,1.016
1.09,-70.78,-80.36,211.71,1.016
1.12,-71.14,-80.64,282.29,1.016
1.09,-70.43,-79.9,245.5,1.016
1.15,-70.95,-80.79,284.54,1.016
1.09,-70.89,-80.16,193.04,1.016
1.09,-71.01,-80.65,262.25,1.016
1.12,-71.24,-80.57,282.87,1.016
1.08,-70.85,-80.21,207.25,1.016
1.14,-71.64,-81.96,319.95,1.016
1.09,-70.97,-80.44,297.62,1.016
1.11,-70.76,-80.43,263.08,1.016
1.09,-71.99,-81.77,263.0,1.016
1.1,-71.73,-82.2,240.96,1.016
1.12,-72.23,-81.95,258.17,1.016
1.08,-70.6,-80.7,251.62,1.016
1.12,-71.77,-81.63,269.54,1.016
1.07,-71.54,-81.49,184.0,1.016
1.14,-71.35,-80.91,287.37,1.016
1.09,-70.72,-80.34,269.21,1.016
1.13,-71.69,-81.12,270.71,1.016
1.09,-70.72,-80.86,211.18,1.016
1.13,-72.1,-82.14,263.75,1.016
1.09,-70.62,-80.47,256.67,1.016
1.12,-71.32,-80.58,281.54,1.016
1.09,-70.52,-80.22,250.83,1.016
1.15,-71.45,-80.86,277.5,1.016
1.1,-71.23,-80.8,244.21,1.016
1.11,-71.72,-80.97,153.62,1.016
1.09,-71.73,-81.72,254.37,1.016
1.1,-71.12,-80.16,176.12,1.016
1.11,-70.88,-80.58,321.35,1.016
1.13,-71.04,-80.42,196.0,1.016
1.1,-72.05,-82.15,296.8,1.016
1.11,-71.62,-80.79,157.93,1.016
1.14,-72.13,-82.21,247.79,1.016
1.1,-70.69,-79.85,239.5,1.016
1.13,-71.18,-80.73,326.05,1.016
1.11,-71.6,-81.23,198.04,1.016
1.15,-71.56,-80.48,281.75,1.016
1.11,-70.84,-80.3,264.29,1.016
1.16,-71.24,-80.04,299.46,1.016
1.11,-70.84,-80.19,271.42,1.016
1.09,-70.94,-80.22,189.07,1.016
1.12,-71.18,-80.08,281.75,1.016
1.1,-70.68,-79.72,259.62,1.016
1.13,-70.75,-79.15,298.96,1.016
1.11,-71.37,-80.57,221.93,1.016
1.13,-70.72,-79.3,197.43,1.016
1.09,-71.36,-80.02,276.96,1.016
1.1,-70.87,-79.49,237.08,1.016
1.11,-70.72,-78.59,261.07,1.016
1.11,-70.25,-78.72,202.91,1.016
1.13,-70.37,-78.37,191.32,1.016
1.1,-70.23,-78.15,221.78,1.016
1.11,-70.4,-78.43,225.86,1.016
1.1,-70.24,-77.17,272.11,1.016
1.11,-70.36,-77.62,219.47,1.016
1.11,-69.69,-77.38,200.84,1.016
1.08,-70.33,-77.16,236.53,1.016
1.12,-70.5,-78.02,248.75,1.016
1.08,-70.53,-76.89,271.68,1.016
1.11,-70.64,-77.57,308.46,1.016
1.11,-70.27,-77.49,239.61,1.016
1.14,-70.14,-76.77,308.96,1.016
1.07,-70.08,-77.27,292.46,1.016
1.11,-70.1,-77.65,219.39,1.016
1.13,-70.53,-77.31,309.46,1.016
1.11,-70.24,-77.23,293.08,1.016
1.11,-70.48,-76.98,303.29,1.016
1.11,-70.55,-77.33,302.21,1.016
1.11,-70.43,-78.04,273.92,1.016
1.12,-69.89,-77.16,241.71,1.016
1.12,-70.5,-77.54,232.78,1.016
1.09,-70.36,-77.44,304.21,1.016
1.16,-70.82,-78.02,273.33,1.016
1.14,-70.7,-77.81,295.08,1.016
1.12,-70.58,-77.91,289.37,1.016
1.12,-71.57,-79.03,259.62,1.016
1.1,-70.8,-78.17,253.25,1.016
1.12,-71.34,-78.78,347.45,1.016
1.13,-71.28,-78.5,341.05,1.016
1.11,-70.85,-78.25,270.04,1.016
1.12,-71.15,-78.57,210.87,1.016
1.12,-71.62,-79.69,327.35,1.016
1.1,-71.28,-79.46,310.5,1.016
1.14,-71.62,-79.88,207.17,1.016
1.14,-71.61,-80.08,285.29,1.016
1.15,-71.56,-80.2,326.15,1.016
1.11,-71.79,-80.76,250.46,1.016
1.1,-71.58,-80.68,235.0,1.016
1.14,-72.34,-81.98,248.96,1.016
1.15,-72.55,-82.48,283.25,1.016
1.11,-72.63,-82.43,259.85,1.016
1.09,-71.93,-81.51,186.71,1.016
1.11,-72.86,-82.59,186.7,1.016
1.09,-73.04,-83.92,220.79,1.016
1.13,-72.77,-84.11,262.6,1.016
1.07,-73.04,-84.44,195.96,1.016
1.1,-72.8,-83.38,192.87,1.016
1.06,-73.96,-84.33,151.25,1.016
1.1,-73.79,-86.09,201.25,1.016
1.1,-73.82,-87.04,227.85,1.016
1.07,-73.57,-86.18,197.67,1.016
1.1,-74.36,-87.1,171.54,1.016
1.08,-73.77,-86.18,192.3,1.016
1.07,-74.04,-84.93,103.08,1.016
1.03,-74.26,-88.61,173.79,1.016
1.05,-74.4,-88.33,174.17,1.016
1.04,-74.47,-88.33,194.55,1.016
1.04,-73.88,-87.78,170.83,1.016
1.04,-74.79,-88.22,109.21,1.016
1.08,-74.4,-86.78,93.0,1.016
1.06,-74.72,-86.42,77.55,1.016
1.03,-75.26,-87.38,57.88,1.016
1.02,-74.52,-88.67,223.3,1.016
1.01,-74.6,-88.71,205.6,1.016
1.0,-74.48,-88.67,163.83,1.016
1.02,-75.37,-89.01,129.62,1.016
1.07,-74.53,-87.31,128.46,1.016
1.07,-74.38,-86.67,110.5,1.016
1.04,-74.82,-86.28,87.33,1.016
1.04,-75.14,-87.17,77.65,1.016
1.04,-75.32,-89.27,174.58,1.016
1.0,-74.56,-88.93,182.79,1.016
1.0,-74.66,-88.62,190.79,1.016
0.99,-74.74,-89.24,167.46,1.016
0.99,-74.58,-88.55,223.55,1.016
0.99,-74.42,-88.18,189.71,1.016
1.0,-74.78,-89.19,161.08,1.016
1.02,-74.22,-87.91,179.46,1.016
1.02,-74.87,-87.69,166.79,1.016
1.02,-74.56,-87.28,162.12,1.016
1.02,-74.83,-87.67,148.42,1.016
1.04,-74.86,-86.46,135.29,1.016
1.07,-74.52,-86.13,130.36,1.016
1.04,-75.02,-86.14,172.3,1.016
1.05,-74.62,-85.54,134.75,1.016
1.07,-74.63,-85.53,159.67,1.016
1.05,-74.72,-86.04,131.5,1.016
1.04,-74.5,-85.54,154.33,1.016
1.04,-74.97,-86.87,129.79,1.016
1.08,-74.83,-86.05,143.71,1.016
1.07,-74.91,-86.37,171.55,1.016
1.07,-74.68,-85.52,150.04,1.016
1.07,-74.97,-85.03,157.42,1.016
1.31,-76.24,-90.04,154.15,1.27
1.33,-75.83,-89.29,161.1,1.27
1.33,-75.94,-88.67,131.12,1.27
1.3,-75.86,-88.74,136.85,1.27
1.31,-75.91,-88.99,161.17,1.27
1.31,-75.6,-88.6,159.04,1.27
1.29,-75.93,-88.58,164.55,1.27
1.31,-75.43,-88.03,134.37,1.27
1.27,-75.49,-86.42,122.67,1.27
1.31,-75.46,-86.98,227.4,1.27
1.3,-75.49,-85.69,178.5,1.27
1.3,-74.93,-85.85,149.12,1.27
1.29,-75.03,-84.94,224.08,1.27
1.3,-78.03,-84.03,221.83,1.27
1.31,-74.85,-84.39,215.2,1.27
1.3,-74.25,-83.43,240.96,1.27
1.31,-73.68,-82.98,230.87,1.27
1.3,-74.43,-83.78,210.21,1.27
1.29,-74.06,-82.3,172.29,1.27
1.31,-74.01,-83.06,228.54,1.27
1.35,-74.11,-82.04,249.5,1.27
1.33,-72.96,-81.12,293.4,1.27
1.3,-74.07,-82.05,207.45,1.27
1.32,-73.01,-80.56,285.96,1.27
1.31,-73.72,-81.72,297.55,1.27
1.3,-72.36,-80.17,217.42,1.27
1.32,-72.5,-79.81,247.39,1.27
1.32,-72.89,-79.96,271.25,1.27
1.31,-72.73,-79.68,225.83,1.27
1.33,-73.35,-80.38,274.33,1.27
1.3,-72.45,-79.53,194.53,1.27
1.3,-72.9,-79.68,204.43,1.27
1.33,-71.99,-78.33,307.54,1.27
1.34,-72.28,-79.27,336.65,1.27
1.31,-72.91,-79.54,238.79,1.27
1.33,-72.44,-79.22,221.71,1.27
1.3,-72.36,-78.75,287.67,1.27
1.3,-71.96,-78.84,273.12,1.27
1.29,-72.2,-79.23,197.18,1.27
1.32,-71.88,-77.93,266.79,1.27
1.31,-71.58,-77.85,253.68,1.27
1.31,-72.5,-78.46,270.92,1.27
1.31,-72.12,-77.9,244.57,1.27
1.31,-71.68,-77.81,246.04,1.27
1.33,-71.19,-77.62,263.87,1.27
1.33,-71.29,-76.3,320.58,1.27
1.29,-70.78,-76.31,312.0,1.27
1.29,-71.4,-76.34,262.32,1.27
1.28,-70.88,-75.75,326.71,1.27
1.28,-70.3,-75.09,221.42,1.27
1.29,-70.42,-75.96,260.96,1.27
1.24,-70.74,-75.72,223.59,1.27
1.28,-70.25,-75.18,226.22,1.27
1.28,-70.01,-75.33,276.21,1.27
1.25,-70.16,-75.21,265.0,1.27
1.26,-69.77,-74.6,274.86,1.27
1.26,-69.75,-74.94,237.59,1.27
1.27,-69.6,-74.59,245.47,1.27
1.25,-69.72,-75.08,241.97,1.27
1.24,-69.4,-74.49,238.84,1.27
1.27,-69.58,-74.27,250.69,1.27
1.29,-69.42,-74.28,230.44,1.27
1.24,-69.43,-74.58,242.72,1.27
1.27,-69.82,-74.26,268.39,1.27
1.26,-69.52,-75.08,258.29,1.27
1.24,-69.72,-74.82,216.17,1.27
1.22,-69.61,-73.94,202.69,1.27
1.24,-69.0,-73.88,238.78,1.27
1.24,-69.47,-74.72,209.97,1.27
1.25,-68.86,-73.49,215.92,1.27
1.25,-69.0,-74.57,241.78,1.27
1.21,-69.46,-74.57,199.22,1.27
1.24,-68.67,-73.71,224.08,1.27
1.22,-69.54,-75.05,229.16,1.27
1.22,-69.02,-73.84,224.08,1.27
1.23,-69.12,-73.77,190.35,1.27
1.22,-68.95,-74.62,218.5,1.27
1.24,-68.79,-73.41,220.47,1.27
1.25,-69.42,-74.17,187.45,1.27
1.21,-69.25,-75.29,205.89,1.27
1.24,-69.41,-74.1,183.45,1.27
1.22,-68.78,-73.4,192.65,1.27
1.2,-68.93,-73.75,217.92,1.27
1.24,-68.73,-73.1,199.37,1.27
1.23,-69.36,-75.34,207.11,1.27
1.24,-69.28,-73.92,187.7,1.27
1.24,-68.93,-73.58,195.27,1.27
1.22,-69.25,-74.06,193.02,1.27
1.24,-68.98,-73.79,187.1,1.27
1.22,-68.95,-73.65,219.56,1.27
1.22,-68.69,-73.72,223.0,1.27
1.24,-68.71,-73.13,202.93,1.27
1.22,-68.96,-73.84,218.14,1.27
1.22,-69.2,-73.99,209.83,1.27
1.22,-68.87,-73.29,190.8,1.27
1.19,-68.78,-74.14,196.95,1.27
1.24,-69.35,-74.04,199.92,1.27
1.21,-68.96,-73.7,212.64,1.27
1.21,-68.62,-73.6,214.69,1.27
1.24,-69.33,-74.1,191.18,1.27
1.21,-69.06,-74.52,208.08,1.27
1.25,-68.65,-73.26,193.02,1.27
1.21,-68.95,-73.35,239.0,1.27
1.22,-68.84,-73.74,240.0,1.27
1.24,-69.47,-74.32,193.14,1.27
1.21,-69.09,-74.89,211.36,1.27
1.24,-68.57,-73.44,201.52,1.27
1.24,-69.25,-74.07,188.1,1.27
1.22,-69.35,-74.89,208.17,1.27
1.23,-69.31,-73.92,187.45,1.27
1.25,-69.48,-74.17,233.53,1.27
1.21,-69.36,-74.72,206.0,1.27
1.25,-68.55,-73.24,249.12,1.27
1.21,-68.94,-74.25,216.67,1.27
1.25,-68.58,-73.62,241.03,1.27
1.21,-68.88,-74.16,201.57,1.27
1.23,-69.33,-74.63,188.85,1.27
1.24,-69.37,-74.37,230.69,1.27
1.19,-69.22,-74.11,240.47,1.27
1.23,-69.13,-73.99,209.25,1.27
1.22,-69.68,-75.07,226.75,1.27
1.23,-68.81,-73.97,254.97,1.27
1.24,-68.68,-73.46,248.84,1.27
1.23,-68.82,-74.3,244.28,1.27
1.26,-68.66,-73.79,247.81,1.27
1.24,-68.94,-73.92,216.97,1.27
1.2,-69.57,-74.99,235.25,1.27
1.23,-68.76,-73.53,225.44,1.27
1.22,-69.21,-74.33,273.71,1.27
1.22,-69.06,-73.98,217.47,1.27
1.24,-69.19,-74.14,206.06,1.27
1.2,-68.92,-73.86,254.47,1.27
1.25,-68.88,-73.97,240.59,1.27
1.23,-69.59,-74.72,235.72,1.27
1.22,-68.92,-74.07,243.44,1.27
1.23,-68.56,-73.46,214.03,1.27
1.23,-69.43,-74.72,245.69,1.27
1.22,-68.82,-73.67,250.16,1.27
1.24,-69.59,-74.26,229.0,1.27
1.22,-69.05,-74.4,243.19,1.27
1.24,-69.39,-74.25,203.36,1.27
1.26,-69.02,-74.17,217.56,1.27
1.24,-68.85,-73.76,276.61,1.27
1.24,-69.44,-74.84,237.28,1.27
1.2,-69.33,-74.09,212.53,1.27
1.23,-69.44,-74.31,182.65,1.27
1.23,-68.93,-74.29,239.12,1.27
1.23,-68.92,-74.02,192.35,1.27
1.24,-69.63,-74.45,202.94,1.27
1.22,-69.63,-74.72,242.41,1.27
1.25,-68.61,-73.56,223.42,1.27
1.25,-69.75,-74.8,229.22,1.27
1.2,-69.41,-74.58,209.58,1.27
1.24,-69.23,-73.63,208.25,1.27
1.21,-69.04,-74.43,242.94,1.27
1.23,-68.79,-73.46,215.64,1.27
1.22,-69.19,-74.15,242.09,1.27
1.23,-68.63,-73.24,242.91,1.27
1.23,-69.09,-73.61,243.12,1.27
1.21,-69.29,-73.76,210.11,1.27
1.24,-68.81,-73.2,224.03,1.27
1.22,-69.31,-74.3,238.16,1.27
1.22,-68.85,-73.29,247.53,1.27
1.24,-68.81,-73.16,221.56,1.27
1.2,-69.25,-73.93,248.12,1.27
1.23,-69.58,-74.36,228.28,1.27
1.22,-68.92,-73.43,223.83,1.27
1.22,-68.89,-73.3,216.53,1.27
1.23,-68.78,-72.98,247.34,1.27
1.21,-69.39,-74.35,206.11,1.27
1.24,-68.88,-73.21,217.11,1.27
1.19,-69.12,-73.89,243.28,1.27
1.24,-69.51,-74.15,199.19,1.27
1.2,-69.03,-74.4,242.12,1.27
1.23,-69.48,-74.12,225.12,1.27
1.22,-68.91,-73.53,222.75,1.27
1.22,-69.57,-74.25,228.62,1.27
1.23,-69.04,-73.37,210.25,1.27
1.2,-69.63,-75.26,227.87,1.27
1.24,-68.66,-73.14,240.09,1.27
1.23,-68.78,-73.06,219.47,1.27
1.2,-68.83,-73.45,251.19,1.27
1.22,-69.0,-73.58,216.56,1.27
1.21,-68.92,-73.8,245.62,1.27
1.22,-68.6,-73.08,240.87,1.27
1.22,-69.14,-75.09,237.41,1.27
1.23,-68.63,-73.26,242.66,1.27
1.25,-68.66,-73.24,219.83,1.27
1.23,-69.59,-74.48,228.91,1.27
1.23,-68.86,-73.39,246.5,1.27
1.2,-68.73,-73.48,272.96,1.27
1.22,-68.65,-72.97,215.89,1.27
1.22,-69.01,-74.0,249.12,1.27
1.21,-69.22,-73.9,188.57,1.27
1.24,-69.49,-75.07,235.16,1.27
1.22,-68.99,-73.47,221.61,1.27
1.23,-69.25,-73.73,189.43,1.27
1.19,-68.95,-73.84,242.0,1.27
1.22,-68.82,-73.33,215.03,1.27
1.22,-69.05,-74.51,240.06,1.27
1.22,-68.58,-73.31,219.44,1.27
1.21,-69.31,-75.21,229.47,1.27
1.19,-68.56,-73.3,214.17,1.27
1.22,-69.05,-74.81,235.06,1.27
1.22,-68.56,-73.54,250.62,1.27
1.24,-69.18,-73.88,240.41,1.27
1.2,-69.0,-74.32,216.31,1.27
1.23,-68.89,-73.33,178.43,1.27
1.21,-68.81,-73.75,213.53,1.27
1.21,-68.7,-73.82,252.62,1.27
1.24,-68.7,-73.68,246.31,1.27
1.21,-69.31,-74.87,264.54,1.27
1.24,-68.78,-73.23,196.82,1.27
1.21,-69.03,-75.12,235.47,1.27
1.24,-69.15,-74.29,231.97,1.27
